Data,N,MAE,Pearson,Spearman,Isep,Csep
jirasoftware_filtered,1,4.626608893445366,0.654395483713927,0.7829107335695259,0.0026690841742295214,0.0016257072903552295
jirasoftware_filtered,1,4.56466432766283,0.6976407286286841,0.7962652479331008,0.001382961329585682,0.0010319433027999865
jirasoftware_filtered,1,4.942094138393935,0.6936366384389282,0.787317793179654,0.00017666299343574568,8.015226505892682e-05
jirasoftware_filtered,1,4.723476428249383,0.6884150050175336,0.8028010180643848,0.0032175538458274417,0.0019358690450045433
jirasoftware_filtered,1,4.499014021497067,0.7336554640859809,0.820056033462211,0.0002924192150323804,0.00015045974554423933
jirasoftware_filtered,1,4.686593676266605,0.6737121631474265,0.7720959991001746,0.003960413806688967,0.00245355709748554
jirasoftware_filtered,1,4.837003580443391,0.7111449955001774,0.8008231106135187,0.010808837128569051,0.0069069211927924755
jirasoftware_filtered,1,4.673734351941576,0.6873895355479006,0.7871489403210284,0.0010293649409811156,0.0005763553979750257
jirasoftware_filtered,1,4.645915233738482,0.6808565271178442,0.8185718750600157,0.0013946228659652,0.0008095442870705692
jirasoftware_filtered,1,4.895121150569285,0.7019214254719398,0.8221666941950309,0.0021010125269718795,0.0012407829525926672
jirasoftware_filtered,1,4.51451708557569,0.6848455873665736,0.8213014688573839,0.013661986065952711,0.008629729205818875
jirasoftware_filtered,1,4.58394148040852,0.7261019387320018,0.8166510282303403,1.609996708461761e-05,2.4814167048435056e-06
jirasoftware_filtered,1,4.428600707146675,0.7128574046200868,0.8315537486321409,0.03372027826419789,0.020774499474337564
jirasoftware_filtered,1,4.679813752971487,0.6747300669668641,0.7911641448488977,0.0015114531871889363,0.0008907375050303469
jirasoftware_filtered,1,4.542371795023685,0.7038691986289471,0.8355928254607126,0.0005950238535000641,0.00031074991630107514
jirasoftware_filtered,1,4.940565064991718,0.734521080150132,0.8387462981583548,0.01934862670864407,0.012319501069286521
jirasoftware_filtered,1,4.315025320608322,0.665424392783393,0.8410898593858307,0.0028553859407870158,0.0017184823668223387
jirasoftware_filtered,1,4.680063945347587,0.6705782188525464,0.8136256508047588,0.0018277976176679688,0.001079885427122624
jirasoftware_filtered,1,4.589218414843627,0.6951778116698758,0.8227512744366176,8.944720422275339e-05,3.565666975099839e-05
jirasoftware_filtered,1,4.786815187124085,0.7051981734284762,0.7957616006134072,0.002367414937007918,0.0017298351293187047
jirasoftware_filtered,2,4.623137875719498,0.7753623505983918,0.8932945052629727,5.0918600340782514e-05,6.716777834097232e-05
jirasoftware_filtered,2,4.836043951548126,0.7905829109925568,0.9113745706631178,0.002799856600590596,0.0016112649625176318
jirasoftware_filtered,2,4.454007147858132,0.7897997040556931,0.9424062325710829,0.02154467042818581,0.012466696352687833
jirasoftware_filtered,2,5.087956448396047,0.7881067643159737,0.9137367639301663,0.0007193228375413134,0.000361780851079342
jirasoftware_filtered,2,4.6136820763009325,0.7824000761472198,0.913852049675021,0.007308714817097408,0.004345766379361105
jirasoftware_filtered,2,4.350395274012601,0.7571539806851901,0.9281463175345328,0.011842580310883852,0.007137039390401314
jirasoftware_filtered,2,4.610686441857929,0.7909508710368628,0.9148861278712936,0.00034744822251338845,0.00015908965266815315
jirasoftware_filtered,2,4.549087569559818,0.7966855024314203,0.9067817729085015,0.008267506477387448,0.005021242044390173
jirasoftware_filtered,2,4.824551915060984,0.7954603702622745,0.9061203355036785,0.0014409400286737467,0.0008176836869137693
jirasoftware_filtered,2,4.791327465138479,0.8081774593704831,0.9208658480715862,0.010614238496002478,0.006334184729640464
jirasoftware_filtered,2,4.967854467633108,0.7830254848736609,0.9024702025011823,0.0022820126744753488,0.001308977716545156
jirasoftware_filtered,2,4.697989368173357,0.7855081802636236,0.9050268676812686,0.002162432315012121,0.0012570047360119362
jirasoftware_filtered,2,4.63693741933532,0.822826962473217,0.9331455266523238,0.0004097131007622305,0.00019262745222566082
jirasoftware_filtered,2,4.633715852958971,0.7906314812343934,0.9093355268324045,0.0013766471436993087,0.0007842407040889565
jirasoftware_filtered,2,4.642164341093267,0.7933288819792755,0.9258906762437895,0.023167367305973192,0.014093174885963398
jirasoftware_filtered,2,4.61852805566502,0.7954511406058011,0.9148471170384387,0.024626821708034236,0.015092206911414725
jirasoftware_filtered,2,4.787002105674107,0.8344025747928416,0.9265090270571011,6.928009465596887e-08,6.757597921639609e-06
jirasoftware_filtered,2,4.640462358418393,0.799773065257079,0.9140045994990206,0.00753409229940768,0.004544984706502476
jirasoftware_filtered,2,4.597752303565474,0.8135389809070632,0.9385354263499003,0.022107180810710104,0.01307578304637638
jirasoftware_filtered,2,4.68036613501098,0.7714539921044422,0.9075183207228511,0.009042625915660855,0.005304560213981509
jirasoftware_filtered,3,4.761424334830345,0.8360707026082119,0.9527691400808015,0.0054082716959810975,0.0031376892741479374
jirasoftware_filtered,3,4.732808304295692,0.8099603465898707,0.951007247838729,0.009650121668377483,0.00566319169025535
jirasoftware_filtered,3,4.55102513546813,0.8273775275005198,0.9575406889650663,0.007867952435820592,0.0046196612669854075
jirasoftware_filtered,3,4.630372604550836,0.8315865910238434,0.9541909976006764,0.010586379139045294,0.006251676169918659
jirasoftware_filtered,3,4.662357556493315,0.8344011665335971,0.9605020187546174,0.010453644317626142,0.006248323458052368
jirasoftware_filtered,3,4.541650877763692,0.8407021113740657,0.9460453028000828,0.005981679636954598,0.0035736454120967485
jirasoftware_filtered,3,4.2804997447691004,0.8114712576816223,0.9608071184026167,0.010426024865715443,0.0062233857459407975
jirasoftware_filtered,3,4.5677197068317295,0.8225311163555723,0.9563068985946263,0.001483896689632482,0.0008093354514224003
jirasoftware_filtered,3,4.525924307366484,0.8309757357202703,0.9677469708921288,0.003495531062673772,0.0020005324259740522
jirasoftware_filtered,3,4.469354339590356,0.8387600819177893,0.9584123190663164,0.017614226253612045,0.01005934834324582
jirasoftware_filtered,3,4.991418179788002,0.8312123587770199,0.950730678501325,0.004122830821356796,0.002407367533186522
jirasoftware_filtered,3,4.657854721834671,0.7986834124553809,0.956716221213984,0.003765522117507261,0.0021536759119847202
jirasoftware_filtered,3,4.839165257570678,0.8563734815884155,0.9589736092584373,0.007301204309535693,0.004215117021917215
jirasoftware_filtered,3,4.829401454969084,0.8221880801585897,0.9566486800705338,0.0011008479400884095,0.0005841662863093516
jirasoftware_filtered,3,4.7006012177919825,0.8182619113937494,0.9527068391984811,0.0066657207061182775,0.003842014464450274
jirasoftware_filtered,3,4.5849067677645925,0.8240907929527204,0.9584321156083622,0.00414492066092496,0.002416753614463995
jirasoftware_filtered,3,4.552639872843578,0.8223595166617261,0.9533775926230904,0.001979130024323182,0.001110323822875274
jirasoftware_filtered,3,4.552579414694821,0.8288514575908373,0.9598009882657028,0.02128612966212401,0.012965318024977038
jirasoftware_filtered,3,4.587265544690056,0.7925700663731386,0.9371252138547582,0.005876788925908592,0.003565510956367179
jirasoftware_filtered,3,4.6144361142664465,0.8122483712799639,0.9631361233491766,0.007246728822190757,0.004189384466372888
jirasoftware_filtered,4,4.6456967326876235,0.845637464642217,0.9653306282600728,0.00749631429442912,0.004302292435428958
jirasoftware_filtered,4,4.670250810342565,0.8588929617084713,0.9671623906505422,0.0002919284910453343,0.00011758816376168511
jirasoftware_filtered,4,4.547550627459946,0.8004867292725623,0.965930347033812,0.016763258994043188,0.00955453899336026
jirasoftware_filtered,4,4.72683016676881,0.871358181774202,0.9712154415087931,0.0011875688299202137,0.0005869856978804801
jirasoftware_filtered,4,4.765112448466695,0.838483242300009,0.9707100474353897,0.0029575727799328083,0.0016862258657003321
jirasoftware_filtered,4,4.39589086253213,0.8212441579607418,0.9653032624519507,0.005763888545181203,0.0033963943053115205
jirasoftware_filtered,4,4.486894702530343,0.8226310586660075,0.9697737874468726,0.00010326887510702661,3.173024295333667e-05
jirasoftware_filtered,4,4.532277614592689,0.8332074926767575,0.9638377360893279,0.0033888423825975122,0.0018909609563657302
jirasoftware_filtered,4,4.567193812805495,0.8425231284938302,0.9713021969430525,0.0213535562842148,0.012308151336177919
jirasoftware_filtered,4,4.618370409561619,0.8578428312826507,0.9717109373111739,0.008308110024749522,0.004904397966812321
jirasoftware_filtered,4,4.773365873588275,0.8562426993574972,0.970347304914963,0.0029714184179832144,0.0016734227328788099
jirasoftware_filtered,4,4.698008111452675,0.8543896930224529,0.9741732777909244,0.011528754063383191,0.006597348628932348
jirasoftware_filtered,4,4.611388661885915,0.8361071305254615,0.9701015948931009,0.00844266133915973,0.004833104478261485
jirasoftware_filtered,4,4.757394937619771,0.8673543931448873,0.9745796891540991,0.0018800221324540636,0.0010318711671229372
jirasoftware_filtered,4,4.692387102945754,0.8500837276054711,0.9710384371328548,0.044858484897835345,0.026361432130967213
jirasoftware_filtered,4,4.639638810193158,0.864658428318934,0.9694174496900488,0.005621253922992087,0.0031895827894663706
jirasoftware_filtered,4,4.6011347652978545,0.864759935836631,0.9630837207378791,0.007288111287341437,0.004220373211087274
jirasoftware_filtered,4,4.765188905678383,0.8744607520991102,0.9725563661067751,0.004878431575116545,0.0027414950338819377
jirasoftware_filtered,4,4.792039520051926,0.8335780136759243,0.9711275215720605,0.006305078662603243,0.0036079948081176247
jirasoftware_filtered,4,4.620575467847526,0.8392952962051681,0.9699927139118493,0.002750621864000114,0.001540613973548904
jirasoftware_filtered,5,4.726173045709049,0.8633368632578523,0.9724521431354166,0.0033276462583687713,0.001868074999268507
jirasoftware_filtered,5,4.727997797911298,0.8433483763544625,0.9692765448907821,0.0181395729841323,0.010712555214427728
jirasoftware_filtered,5,4.429792640484087,0.8530213257212369,0.9748457779692435,0.004551071283629157,0.0026101801163093377
jirasoftware_filtered,5,4.54647427259787,0.8561850531478861,0.974013740952085,0.014976873655731667,0.008534039495425307
jirasoftware_filtered,5,4.69405997136276,0.8419181507344004,0.9763293541202024,0.013994374825853442,0.008106630093478728
jirasoftware_filtered,5,4.650446047317492,0.8474928179857366,0.9767386767395603,0.009401156250066852,0.005489218024809047
jirasoftware_filtered,5,4.716617473851906,0.8430089710990532,0.9757971764899134,0.008983679313210117,0.005062731441212986
jirasoftware_filtered,5,5.037170235492868,0.8433626685922215,0.9775526639683829,0.00978688907750494,0.005579339087937432
jirasoftware_filtered,5,4.357451960206304,0.8307263063207239,0.973006446312698,0.014945216583236533,0.008534628285504628
jirasoftware_filtered,5,4.603884234429086,0.8696578000106618,0.972064946063051,0.0006652578443245343,0.0003293029920930592
jirasoftware_filtered,5,4.822274986535446,0.8694386276874849,0.9759345877817605,0.00988792231487702,0.005598510439032668
jirasoftware_filtered,5,4.817163426605517,0.8474248505878564,0.9747112779335798,0.014943246989029713,0.008523944373057814
jirasoftware_filtered,5,4.740222868513843,0.8614659951796759,0.9761086809015157,0.013092252644796763,0.0076182723046472264
jirasoftware_filtered,5,4.581890946449755,0.863623613701591,0.9731199853038426,0.015756825570550817,0.009004136156800386
jirasoftware_filtered,5,4.4732267230613045,0.8530044462693164,0.9740160699570316,0.0073850685210469676,0.004277563275666597
jirasoftware_filtered,5,4.7040502285440216,0.8720721128328274,0.9727193964530343,0.010252691855818322,0.006064748933627093
jirasoftware_filtered,5,4.57520455861949,0.8382698702062744,0.9749430139257624,0.017537252183341227,0.009901813989008211
jirasoftware_filtered,5,4.468778755839012,0.8530133548352303,0.9732731173790788,0.011113857504688964,0.0065072721332692495
jirasoftware_filtered,5,4.544001474057975,0.8767324144169244,0.977567220249299,0.02213333016610448,0.01251290978741447
jirasoftware_filtered,5,4.525817215646783,0.8622666532481165,0.9780021619230691,0.011773260652583,0.006823756484135891
jirasoftware_filtered,10,4.752048710658806,0.8515480175751395,0.9808086128836737,0.010000407762484379,0.005745702039972099
jirasoftware_filtered,10,4.697270232724817,0.8719485313792046,0.9807154526858114,0.010055892382753322,0.005659677817826643
jirasoftware_filtered,10,4.7439574072622275,0.8839346019793352,0.9810380198709099,0.008487923217755657,0.005029585162756398
jirasoftware_filtered,10,4.608684960701694,0.8828020715618828,0.9809972622843451,0.007755423189186202,0.004496622223507231
jirasoftware_filtered,10,4.610780802287468,0.8885288411359478,0.9806927448875825,0.008944618749306124,0.005220610600280876
jirasoftware_filtered,10,4.455098061801092,0.8884642784773764,0.9810048315504215,0.009095319277277513,0.005161232034091371
jirasoftware_filtered,10,4.708526027120956,0.8861556383787993,0.980449363870667,0.004925452018930839,0.002731092072106213
jirasoftware_filtered,10,4.733421200639717,0.8798577487705677,0.9805163227628805,0.004821246815539613,0.0027068954416722933
jirasoftware_filtered,10,4.481285202482792,0.8672981217054367,0.9808214224108799,0.010077631352491087,0.00584456008244414
jirasoftware_filtered,10,4.679168591624525,0.8968494156842715,0.9810135653189711,0.005094342260969644,0.0028079179288302576
jirasoftware_filtered,10,4.672982379589995,0.8721581527898082,0.9809937687769253,0.006398167648834672,0.0037068712006205987
jirasoftware_filtered,10,4.677971581617991,0.8873935636913932,0.9805762946402544,0.00588205662124309,0.003297981421037214
jirasoftware_filtered,10,4.698220799094465,0.8825110422876948,0.9808877990518567,0.012425423195427087,0.007244212425267133
jirasoftware_filtered,10,4.591420060423411,0.8769013702541859,0.9795346471779055,0.005893641363858044,0.003354111568960117
jirasoftware_filtered,10,4.579141664552634,0.855094694068075,0.9804353898409875,0.013316119136965565,0.007627881784394829
jirasoftware_filtered,10,4.690789297631342,0.8883709456724417,0.9806193812317656,0.0044989513950087715,0.0025186414209294383
jirasoftware_filtered,10,4.581059339520049,0.8785217435670538,0.9808813942882537,0.017530722507336227,0.009885571183497024
jirasoftware_filtered,10,4.587474818030993,0.8707327221542386,0.9809559224465437,0.0067682724981132,0.003986329372394197
jirasoftware_filtered,10,4.5151714390679585,0.882147383110543,0.9809960977818719,0.006047982182706449,0.003417351125281368
jirasoftware_filtered,10,4.368758424129933,0.8469027030215189,0.9798077230078897,0.005360108760000806,0.0031630901868535577
